               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  20,            0.057479,            0.042097,            0.013869,             0.69921,             0.40433,             0.42486,             0.18173,            0.049557,            0.028579,           0.0091075,            0.006238,            0.006238,            0.006238
                  21,            0.057299,            0.041665,            0.013635,             0.73817,             0.37463,             0.42162,             0.18043,            0.050377,            0.028379,           0.0093597,             0.00604,             0.00604,             0.00604
                  22,            0.056611,            0.041509,            0.013429,             0.74629,             0.40758,             0.45504,             0.20224,            0.047831,            0.027487,           0.0085331,            0.005842,            0.005842,            0.005842
                  23,            0.055937,            0.041315,            0.013016,              0.6655,             0.40755,             0.43353,              0.1849,            0.049425,            0.028344,           0.0090489,            0.005644,            0.005644,            0.005644
                  24,            0.055315,            0.041039,            0.012769,             0.67785,             0.46792,             0.48897,             0.21536,            0.047053,            0.027113,           0.0082846,            0.005446,            0.005446,            0.005446
                  25,            0.055096,            0.040604,            0.012614,             0.71618,             0.42761,             0.46407,             0.20404,            0.047445,            0.027261,           0.0084201,            0.005248,            0.005248,            0.005248
                  26,            0.054386,            0.040304,            0.012283,             0.68335,             0.46208,             0.49624,             0.22825,            0.046212,            0.026845,           0.0080156,             0.00505,             0.00505,             0.00505
                  27,              0.0542,            0.040418,            0.012167,             0.77254,             0.45044,             0.50761,              0.2295,            0.046087,            0.026765,           0.0078498,            0.004852,            0.004852,            0.004852
                  28,            0.053437,            0.040438,            0.011929,             0.73837,             0.45435,             0.50408,              0.2293,            0.045727,            0.026642,           0.0076524,            0.004654,            0.004654,            0.004654
                  29,            0.053027,            0.040224,            0.011664,             0.74055,             0.46168,             0.50158,             0.22454,            0.045746,            0.026865,           0.0077252,            0.004456,            0.004456,            0.004456
                  30,            0.052599,            0.039947,            0.011587,             0.73487,             0.46721,              0.5204,              0.2383,            0.045033,            0.026593,           0.0075376,            0.004258,            0.004258,            0.004258
                  31,            0.052189,            0.039737,            0.011426,             0.74293,             0.48496,             0.52691,             0.25094,            0.044375,            0.026548,           0.0074091,             0.00406,             0.00406,             0.00406
                  32,            0.051884,            0.039373,            0.011308,             0.73999,             0.49046,             0.53361,             0.24526,            0.044023,            0.026157,           0.0072989,            0.003862,            0.003862,            0.003862
                  33,            0.051283,            0.039735,            0.011075,             0.66682,             0.49495,             0.53399,             0.25491,            0.043683,            0.026098,           0.0070037,            0.003664,            0.003664,            0.003664
                  34,            0.050651,            0.038892,            0.010642,             0.76711,             0.51117,             0.55369,              0.2696,            0.042569,            0.025776,            0.006867,            0.003466,            0.003466,            0.003466
                  35,            0.050349,            0.039185,            0.010595,             0.68128,              0.5039,             0.55232,             0.26745,            0.043007,            0.025709,           0.0068981,            0.003268,            0.003268,            0.003268
                  36,            0.050043,            0.038831,            0.010652,             0.68116,             0.50945,             0.54507,             0.25758,            0.043313,            0.026192,           0.0069984,             0.00307,             0.00307,             0.00307
                  37,            0.049952,            0.039024,            0.010545,             0.76854,             0.51754,              0.5606,             0.26047,            0.043136,            0.026109,           0.0067676,            0.002872,            0.002872,            0.002872
                  38,            0.049174,            0.038714,            0.010217,             0.72115,             0.51683,             0.56409,              0.2703,            0.041956,            0.025339,           0.0066003,            0.002674,            0.002674,            0.002674
                  39,            0.048951,            0.038455,            0.010248,             0.77572,             0.51308,             0.56529,             0.27392,            0.041394,            0.025044,           0.0064792,            0.002476,            0.002476,            0.002476
                  40,            0.048547,            0.038522,            0.010013,             0.79856,             0.51505,             0.57092,             0.27773,            0.041141,            0.025193,           0.0064435,            0.002278,            0.002278,            0.002278
                  41,            0.047704,            0.038068,            0.009782,             0.75573,             0.53537,             0.58216,             0.29008,             0.04055,            0.024489,           0.0062051,             0.00208,             0.00208,             0.00208
                  42,            0.047607,            0.037765,           0.0096725,             0.68845,             0.53053,             0.57762,              0.2906,            0.040726,            0.024748,           0.0062672,            0.001882,            0.001882,            0.001882
                  43,            0.047099,            0.037681,           0.0095861,             0.77459,             0.53184,             0.58713,             0.28995,            0.040367,            0.024858,           0.0062909,            0.001684,            0.001684,            0.001684
                  44,            0.046808,            0.037338,           0.0095984,             0.79233,             0.52257,              0.5902,             0.29797,             0.04016,            0.024599,           0.0061652,            0.001486,            0.001486,            0.001486
                  45,            0.046599,            0.037347,           0.0094285,             0.79562,             0.53801,             0.59059,             0.29712,            0.039543,            0.024417,           0.0060801,            0.001288,            0.001288,            0.001288
                  46,            0.046032,            0.037035,           0.0092144,             0.80126,              0.5438,             0.60472,             0.30669,            0.039077,             0.02414,           0.0059957,             0.00109,             0.00109,             0.00109
                  47,             0.04562,            0.036834,           0.0091991,             0.81258,             0.52993,              0.5938,             0.30134,            0.039068,            0.024175,           0.0060156,            0.000892,            0.000892,            0.000892
                  48,            0.045359,            0.036652,           0.0090267,             0.80468,             0.54776,             0.60332,             0.31344,            0.038712,            0.023958,           0.0059105,            0.000694,            0.000694,            0.000694
                  49,            0.044986,            0.036767,           0.0089582,             0.77272,             0.54977,             0.60593,             0.31096,             0.03837,            0.023926,           0.0058686,            0.000496,            0.000496,            0.000496
